SeriesTitle,EpisodeTitle,Season,EpisodeTMSID,SeriesTMSID,,DisplayName,Licensee,AssetLanguage,Territory,TerritoryExclusion,WorkType,EntryType,SeriesTitleDisplayUnlimited,SeasonNumber,DistributionNumber,EpisodeNumber,LocalizationType,EpisodeTitleDisplayUnlimited,SeasonTitleInternalAlias,SeasonTitleDisplayUnlimited,EpisodeCount,SeasonCount,SeriesID,SeasonID,EpisodeTitleID,EpisodeID,SeriesAltID,SeasonAltID,EpisodeAltID,ALID,CompanyDisplayCredit,GroupIdentity,Director,LicenseType,LicenseRightsDescription,FormatProfile,HDR,WCG,HFR,NGAudio,Start,StartLag,End,EndLag,WindowDuration,SpecialPreOrderFulfillDate,PriceType,PriceValue,PriceCurrency,SRP,Description,Download,OtherTerms,OtherInstructions,SeriesContentID,SeasonContentID,EpisodeContentID,AvailID,UV_ID,DMA_ID,ReportingID,Metadata,SuppressionLiftDate,AnnounceDate,ReleaseYear,ReleaseHistoryOriginal,ReleaseHistoryPhysicalHV,ExceptionFlag,RatingSystem,RatingValue,RatingReason,RentalDuration,WatchDuration,FixedEndDate,CaptionIncluded,CaptionExemption,Any,ContractID,TitleStatus,Exclusive,ExclusiveAttributes,BrandingRights,BrandingRightsAttributes,ServiceProvider,TotalRunTime,HoldbackLanguage,AllowedLanguages,RequiredFulfillmentLanguages,RetailerEpisodeID1,RetailerEpisodeID2,RetailerSeasonID,RetailerSeriesID,RetailerSpare1,RetailerSpare2,RetailerSpare3,Notes
A Show About Anthem Lights,Famous,1,EP041638710001,SH041638710000,,pureflix,,,US,,episode,Full Extract,A Show About Anthem Lights,1,,4,,Famous,,,,,,,,,S_1983182915516_475934758818,S1_1983196227850_475934246525,S1_E4_1983719491897_476180518570,S1_E4_1983719491897_476180518570,,pureflixus1,,SVOD,SWP,,,,,,1/4/22,,1/11/27,,,,,,,,,,,,S_1983182915516_475934758818,S1_1983196227850_475934246525,S1_E4_1983719491897_476180518570,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,EP041638710001,,,SH041638710000,,,,
A Show About Anthem Lights,In the Beginning,1,EP041638710002,SH041638710000,,pureflix,,,US,,episode,Full Extract,A Show About Anthem Lights,1,,1,,In the Beginning,,,,,,,,,S_1983182915516_475934758818,S1_1983196227850_475934246525,S1_E1_1983719491888_476180518529,S1_E1_1983719491888_476180518529,,pureflixus1,,SVOD,SWP,,,,,,1/11/22,,1/11/27,,,,,,,,,,,,S_1983182915516_475934758818,S1_1983196227850_475934246525,S1_E1_1983719491888_476180518529,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,EP041638710002,,,SH041638710000,,,,
A Show About Anthem Lights,Oil of Algorithm,1,EP041638710003,SH041638710000,,pureflix,,,US,,episode,Full Extract,A Show About Anthem Lights,1,,2,,Oil of Algorithm,,,,,,,,,S_1983182915516_475934758818,S1_1983196227850_475934246525,S1_E2_1983719491892_476180518544,S1_E2_1983719491892_476180518544,,pureflixus1,,SVOD,SWP,,,,,,1/11/22,,1/11/27,,,,,,,,,,,,S_1983182915516_475934758818,S1_1983196227850_475934246525,S1_E2_1983719491892_476180518544,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,EP041638710003,,,SH041638710000,,,,
A Show About Anthem Lights,Comment Discontent,1,EP041638710004,SH041638710000,,pureflix,,,US,,episode,Full Extract,A Show About Anthem Lights,1,,3,,Comment Discontent,,,,,,,,,S_1983182915516_475934758818,S1_1983196227850_475934246525,S1_E3_1983719491894_476180518557,S1_E3_1983719491894_476180518557,,pureflixus1,,SVOD,SWP,,,,,,1/11/22,,1/11/27,,,,,,,,,,,,S_1983182915516_475934758818,S1_1983196227850_475934246525,S1_E3_1983719491894_476180518557,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,EP041638710004,,,SH041638710000,,,,
A Show About Anthem Lights,Fashion Baller,1,EP041638710005,SH041638710000,,pureflix,,,US,,episode,Full Extract,A Show About Anthem Lights,1,,5,,Fashion Baller,,,,,,,,,S_1983182915516_475934758818,S1_1983196227850_475934246525,S1_E5_1983719491905_476180518585,S1_E5_1983719491905_476180518585,,pureflixus1,,SVOD,SWP,,,,,,1/25/22,,1/11/27,,,,,,,,,,,,S_1983182915516_475934758818,S1_1983196227850_475934246525,S1_E5_1983719491905_476180518585,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,EP041638710005,,,SH041638710000,,,,
A Show About Anthem Lights,Chad's World,1,EP041638710006,SH041638710000,,pureflix,,,US,,episode,Full Extract,A Show About Anthem Lights,1,,6,,Chad's World,,,,,,,,,S_1983182915516_475934758818,S1_1983196227850_475934246525,S1_E6_1983719491908_476180518599,S1_E6_1983719491908_476180518599,,pureflixus1,,SVOD,SWP,,,,,,1/25/22,,1/11/27,,,,,,,,,,,,S_1983182915516_475934758818,S1_1983196227850_475934246525,S1_E6_1983719491908_476180518599,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,EP041638710006,,,SH041638710000,,,,
A Show About Anthem Lights,Acapella Apocalypse,1,EP041638710007,SH041638710000,,pureflix,,,US,,episode,Full Extract,A Show About Anthem Lights,1,,7,,Acapella Apocalypse,,,,,,,,,S_1983182915516_475934758818,S1_1983196227850_475934246525,S1_E7_1983719491909_476180518612,S1_E7_1983719491909_476180518612,,pureflixus1,,SVOD,SWP,,,,,,1/25/22,,1/11/27,,,,,,,,,,,,S_1983182915516_475934758818,S1_1983196227850_475934246525,S1_E7_1983719491909_476180518612,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,EP041638710007,,,SH041638710000,,,,
A Show About Anthem Lights,Flutey Influencer,1,EP041638710008,SH041638710000,,pureflix,,,US,,episode,Full Extract,A Show About Anthem Lights,1,,8,,Flutey Influencer,,,,,,,,,S_1983182915516_475934758818,S1_1983196227850_475934246525,S1_E8_1983719491910_476180518625,S1_E8_1983719491910_476180518625,,pureflixus1,,SVOD,SWP,,,,,,1/25/22,,1/11/27,,,,,,,,,,,,S_1983182915516_475934758818,S1_1983196227850_475934246525,S1_E8_1983719491910_476180518625,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,EP041638710008,,,SH041638710000,,,,
A Show About Anthem Lights,Band with a Brand,1,EP041638710009,SH041638710000,,pureflix,,,US,,episode,Full Extract,A Show About Anthem Lights,1,,9,,Band with a Brand,,,,,,,,,S_1983182915516_475934758818,S1_1983196227850_475934246525,S1_E9_1991445059912_478658086570,S1_E9_1991445059912_478658086570,,pureflixus1,,SVOD,SWP,,,,,,2/8/22,,1/11/27,,,,,,,,,,,,S_1983182915516_475934758818,S1_1983196227850_475934246525,S1_E9_1991445059912_478658086570,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,EP041638710009,,,SH041638710000,,,,
A Show About Anthem Lights,Food Fight,1,EP041638710010,SH041638710000,,pureflix,,,US,,episode,Full Extract,A Show About Anthem Lights,1,,10,,Food Fight,,,,,,,,,S_1983182915516_475934758818,S1_1983196227850_475934246525,S1_E10_1991445059914_478658086584,S1_E10_1991445059914_478658086584,,pureflixus1,,SVOD,SWP,,,,,,2/8/22,,1/11/27,,,,,,,,,,,,S_1983182915516_475934758818,S1_1983196227850_475934246525,S1_E10_1991445059914_478658086584,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,EP041638710010,,,SH041638710000,,,,
A Show About Anthem Lights,Screen Fiend,1,EP041638710011,SH041638710000,,pureflix,,,US,,episode,Full Extract,A Show About Anthem Lights,1,,11,,Screen Fiend,,,,,,,,,S_1983182915516_475934758818,S1_1983196227850_475934246525,S1_E11_1991445059915_478658086597,S1_E11_1991445059915_478658086597,,pureflixus1,,SVOD,SWP,,,,,,2/8/22,,1/11/27,,,,,,,,,,,,S_1983182915516_475934758818,S1_1983196227850_475934246525,S1_E11_1991445059915_478658086597,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,EP041638710011,,,SH041638710000,,,,
A Show About Anthem Lights,SMASH THAT LIKE BUTTON!,1,EP041638710012,SH041638710000,,pureflix,,,US,,episode,Full Extract,A Show About Anthem Lights,1,,12,,SMASH THAT LIKE BUTTON!,,,,,,,,,S_1983182915516_475934758818,S1_1983196227850_475934246525,S1_E12_1991445059916_478658086610,S1_E12_1991445059916_478658086610,,pureflixus1,,SVOD,SWP,,,,,,2/22/22,,1/11/27,,,,,,,,,,,,S_1983182915516_475934758818,S1_1983196227850_475934246525,S1_E12_1991445059916_478658086610,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,EP041638710012,,,SH041638710000,,,,
A Show About Anthem Lights,Viral Spiral,1,EP041638710013,SH041638710000,,pureflix,,,US,,episode,Full Extract,A Show About Anthem Lights,1,,13,,Viral Spiral,,,,,,,,,S_1983182915516_475934758818,S1_1983196227850_475934246525,S1_E13_1999820355725_481021990508,S1_E13_1999820355725_481021990508,,pureflixus1,,SVOD,SWP,,,,,,2/22/22,,1/11/27,,,,,,,,,,,,S_1983182915516_475934758818,S1_1983196227850_475934246525,S1_E13_1999820355725_481021990508,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,EP041638710013,,,SH041638710000,,,,
A Show About Anthem Lights,Incognito Defeato,1,EP041638710014,SH041638710000,,pureflix,,,US,,episode,Full Extract,A Show About Anthem Lights,1,,14,,Incognito Defeato,,,,,,,,,S_1983182915516_475934758818,S1_1983196227850_475934246525,S1_E14_1999820867648_481021990523,S1_E14_1999820867648_481021990523,,pureflixus1,,SVOD,SWP,,,,,,3/8/22,,1/11/27,,,,,,,,,,,,S_1983182915516_475934758818,S1_1983196227850_475934246525,S1_E14_1999820867648_481021990523,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,EP041638710014,,,SH041638710000,,,,
A Show About Anthem Lights,Song of the Wild,1,EP041638710015,SH041638710000,,pureflix,,,US,,episode,Full Extract,A Show About Anthem Lights,1,,15,,Song of the Wild,,,,,,,,,S_1983182915516_475934758818,S1_1983196227850_475934246525,S1_E15_2004205635687_482154534463,S1_E15_2004205635687_482154534463,,pureflixus1,,SVOD,SWP,,,,,,3/8/22,,1/11/27,,,,,,,,,,,,S_1983182915516_475934758818,S1_1983196227850_475934246525,S1_E15_2004205635687_482154534463,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,EP041638710015,,,SH041638710000,,,,
A Show About Anthem Lights,Downton Shabbey,1,EP041638710016,SH041638710000,,pureflix,,,US,,episode,Full Extract,A Show About Anthem Lights,1,,16,,Downton Shabbey,,,,,,,,,S_1983182915516_475934758818,S1_1983196227850_475934246525,S1_E16_2004205635688_482154534478,S1_E16_2004205635688_482154534478,,pureflixus1,,SVOD,SWP,,,,,,1/11/23,,1/12/27,,,,,,,,,,,,S_1983182915516_475934758818,S1_1983196227850_475934246525,S1_E16_2004205635688_482154534478,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,EP041638710016,,,SH041638710000,,,,
A Show About Anthem Lights,Five's a Crowd,1,EP041638710017,SH041638710000,,pureflix,,,US,,episode,Full Extract,A Show About Anthem Lights,1,,17,,Five's a Crowd,,,,,,,,,S_1983182915516_475934758818,S1_1983196227850_475934246525,S1_E17_2010586179677_483900454552,S1_E17_2010586179677_483900454552,,pureflixus1,,SVOD,SWP,,,,,,1/11/23,,1/12/27,,,,,,,,,,,,S_1983182915516_475934758818,S1_1983196227850_475934246525,S1_E17_2010586179677_483900454552,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,EP041638710017,,,SH041638710000,,,,
A Show About Anthem Lights,Music Cruise,1,EP041638710018,SH041638710000,,pureflix,,,US,,episode,Full Extract,A Show About Anthem Lights,1,,18,,Music Cruise,,,,,,,,,S_1983182915516_475934758818,S1_1983196227850_475934246525,S1_E18_2017632323744_485848614641,S1_E18_2017632323744_485848614641,,pureflixus1,,SVOD,SWP,,,,,,1/11/23,,1/12/27,,,,,,,,,,,,S_1983182915516_475934758818,S1_1983196227850_475934246525,S1_E18_2017632323744_485848614641,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,EP041638710018,,,SH041638710000,,,,
A Show About Anthem Lights,Sunday Drive,1,EP041638710019,SH041638710000,,pureflix,,,US,,episode,Full Extract,A Show About Anthem Lights,1,,19,,Sunday Drive,,,,,,,,,S_1983182915516_475934758818,S1_1983196227850_475934246525,S1_E19_2017632323753_485848614654,S1_E19_2017632323753_485848614654,,pureflixus1,,SVOD,SWP,,,,,,1/11/23,,1/12/27,,,,,,,,,,,,S_1983182915516_475934758818,S1_1983196227850_475934246525,S1_E19_2017632323753_485848614654,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,EP041638710019,,,SH041638710000,,,,
A Show About Anthem Lights,The Breakup,1,EP041638710020,SH041638710000,,pureflix,,,US,,episode,Full Extract,A Show About Anthem Lights,1,,20,,The Breakup,,,,,,,,,S_1983182915516_475934758818,S1_1983196227850_475934246525,S1_E20_2017632323758_485848614667,S1_E20_2017632323758_485848614667,,pureflixus1,,SVOD,SWP,,,,,,1/11/23,,1/11/27,,,,,,,,,,,,S_1983182915516_475934758818,S1_1983196227850_475934246525,S1_E20_2017632323758_485848614667,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,EP041638710020,,,SH041638710000,,,,
Adventures in Booga Booga Land Volume 1,Squid Sushi Loses His Marbles,1,EP012075580024,SH012075580000,,pureflix,,,US,,episode,Full Extract,Adventures in Booga Booga Land Volume 1,1,,5,,Squid Sushi Loses His Marbles,,,,,,,,,S_1749736003588_354448934742,S1_1749743171930_354447910788,S1_E5_1749759555521_354455590706,S1_E5_1749759555521_354455590706,,pureflixus1,,SVOD,SWP,,,,,,6/30/20,,6/30/26,,,,,,,,,,,,S_1749736003588_354448934742,S1_1749743171930_354447910788,S1_E5_1749759555521_354455590706,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,Episode not found - manual verification needed
Adventures in Booga Booga Land Volume 1,Wally the Waiter,1,EP012075580024,SH012075580000,,pureflix,,,US,,episode,Full Extract,Adventures in Booga Booga Land Volume 1,1,,6,,Wally the Waiter,,,,,,,,,S_1749736003588_354448934742,S1_1749743171930_354447910788,S1_E6_1749759555523_354455590716,S1_E6_1749759555523_354455590716,,pureflixus1,,SVOD,SWP,,,,,,6/30/20,,6/30/26,,,,,,,,,,,,S_1749736003588_354448934742,S1_1749743171930_354447910788,S1_E6_1749759555523_354455590716,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,Episode not found - manual verification needed
Adventures in Booga Booga Land Volume 1,So...This is Booga,1,EP012075580025,SH012075580000,,pureflix,,,US,,episode,Full Extract,Adventures in Booga Booga Land Volume 1,1,,1,,So...This is Booga,,,,,,,,,S_1749736003588_354448934742,S1_1749743171930_354447910788,S1_E1_1749755459970_354455590674,S1_E1_1749755459970_354455590674,,pureflixus1,,SVOD,SWP,,,,,,6/30/20,,6/30/26,,,,,,,,,,,,S_1749736003588_354448934742,S1_1749743171930_354447910788,S1_E1_1749755459970_354455590674,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,Series not found - deferred for user selection
Adventures in Booga Booga Land Volume 1,Marty's Sandcastle,1,EP012075580025,SH012075580000,,pureflix,,,US,,episode,Full Extract,Adventures in Booga Booga Land Volume 1,1,,2,,Marty's Sandcastle,,,,,,,,,S_1749736003588_354448934742,S1_1749743171930_354447910788,S1_E2_1749759555515_354455590681,S1_E2_1749759555515_354455590681,,pureflixus1,,SVOD,SWP,,,,,,6/30/20,,6/30/26,,,,,,,,,,,,S_1749736003588_354448934742,S1_1749743171930_354447910788,S1_E2_1749759555515_354455590681,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,Deferred entire series awaiting user selection
Adventures in Booga Booga Land Volume 1,The Booga Bolter,1,EP012075580028,SH012075580000,,pureflix,,,US,,episode,Full Extract,Adventures in Booga Booga Land Volume 1,1,,4,,The Booga Bolter,,,,,,,,,S_1749736003588_354448934742,S1_1749743171930_354447910788,S1_E4_1749759555519_354455590698,S1_E4_1749759555519_354455590698,,pureflixus1,,SVOD,SWP,,,,,,6/30/20,,6/30/26,,,,,,,,,,,,S_1749736003588_354448934742,S1_1749743171930_354447910788,S1_E4_1749759555519_354455590698,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,Episode not found - manual verification needed
Adventures in Booga Booga Land Volume 1,No Light in the Lighthouse,1,1,SH060802460000,,pureflix,,,US,,episode,Full Extract,Adventures in Booga Booga Land Volume 1,1,,3,,No Light in the Lighthouse,,,,,,,,,S_1749736003588_354448934742,S1_1749743171930_354447910788,S1_E3_1749759555517_354455590688,S1_E3_1749759555517_354455590688,,pureflixus1,,SVOD,SWP,,,,,,6/30/20,,6/30/26,,,,,,,,,,,,S_1749736003588_354448934742,S1_1749743171930_354447910788,S1_E3_1749759555517_354455590688,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,Episode not found - manual verification needed
Adventures in Booga Booga Land Volume 2,The Flaming Monkey,1,EP012075580021,SH012075580000,,pureflix,,,US,,episode,Full Extract,Adventures in Booga Booga Land Volume 2,1,,1,,The Flaming Monkey,,,,,,,,,S_1749736003596_354448934749,S1_1749743171931_354447910795,S1_E1_1749759555525_354455590724,S1_E1_1749759555525_354455590724,,pureflixus1,,SVOD,SWP,,,,,,6/30/20,,6/30/26,,,,,,,,,,,,S_1749736003596_354448934749,S1_1749743171931_354447910795,S1_E1_1749759555525_354455590724,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,Series not found - deferred for user selection
Adventures in Booga Booga Land Volume 2,The Big Booga Bank,1,EP012075580023,SH012075580000,,pureflix,,,US,,episode,Full Extract,Adventures in Booga Booga Land Volume 2,1,,3,,The Big Booga Bank,,,,,,,,,S_1749736003596_354448934749,S1_1749743171931_354447910795,S1_E3_1749759555527_354455590747,S1_E3_1749759555527_354455590747,,pureflixus1,,SVOD,SWP,,,,,,6/30/20,,6/30/26,,,,,,,,,,,,S_1749736003596_354448934749,S1_1749743171931_354447910795,S1_E3_1749759555527_354455590747,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,Deferred entire series awaiting user selection
Adventures in Booga Booga Land Volume 2,Dough,1,EP012075580031,SH012075580000,,pureflix,,,US,,episode,Full Extract,Adventures in Booga Booga Land Volume 2,1,,2,,Dough,,,,,,,,,S_1749736003596_354448934749,S1_1749743171931_354447910795,S1_E2_1749759555526_354455590736,S1_E2_1749759555526_354455590736,,pureflixus1,,SVOD,SWP,,,,,,6/30/20,,6/30/26,,,,,,,,,,,,S_1749736003596_354448934749,S1_1749743171931_354447910795,S1_E2_1749759555526_354455590736,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,Deferred entire series awaiting user selection
Adventures in Booga Booga Land Volume 2,The Duet Brothers,1,1,SH060802460000,,pureflix,,,US,,episode,Full Extract,Adventures in Booga Booga Land Volume 2,1,,4,,The Duet Brothers,,,,,,,,,S_1749736003596_354448934749,S1_1749743171931_354447910795,S1_E4_1749759555529_354455590759,S1_E4_1749759555529_354455590759,,pureflixus1,,SVOD,SWP,,,,,,6/30/20,,6/30/26,,,,,,,,,,,,S_1749736003596_354448934749,S1_1749743171931_354447910795,S1_E4_1749759555529_354455590759,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,Failed to load episodes tab
Adventures in Booga Booga Land Volume 2,Clothes by Marty,1,EP012075580001,SH012075580000,,pureflix,,,US,,episode,Full Extract,Adventures in Booga Booga Land Volume 2,1,,5,,Clothes by Marty,,,,,,,,,S_1749736003596_354448934749,S1_1749743171931_354447910795,S1_E5_1749759555530_354455590767,S1_E5_1749759555530_354455590767,,pureflixus1,,SVOD,SWP,,,,,,6/30/20,,6/30/26,,,,,,,,,,,,S_1749736003596_354448934749,S1_1749743171931_354447910795,S1_E5_1749759555530_354455590767,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,Failed to select cached series
Adventures in Booga Booga Land Volume 3,The Boofabobs Face Extinction,1,EP012075580022,SH012075580000,,pureflix,,,US,,episode,Full Extract,Adventures in Booga Booga Land Volume 3,1,,4,,The Boofabobs Face Extinction,,,,,,,,,S_1749734979850_354448934756,S1_1749743171932_354447910802,S1_E4_1749759555535_354455590808,S1_E4_1749759555535_354455590808,,pureflixus1,,SVOD,SWP,,,,,,6/30/20,,6/30/26,,,,,,,,,,,,S_1749734979850_354448934756,S1_1749743171932_354447910802,S1_E4_1749759555535_354455590808,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,Deferred entire series awaiting user selection
Adventures in Booga Booga Land Volume 3,Building Surfboards the Slow Way,1,EP012075580029,SH012075580000,,pureflix,,,US,,episode,Full Extract,Adventures in Booga Booga Land Volume 3,1,,1,,Building Surfboards the Slow Way,,,,,,,,,S_1749734979850_354448934756,S1_1749743171932_354447910802,S1_E1_1749759555532_354455590778,S1_E1_1749759555532_354455590778,,pureflixus1,,SVOD,SWP,,,,,,6/30/20,,6/30/26,,,,,,,,,,,,S_1749734979850_354448934756,S1_1749743171932_354447910802,S1_E1_1749759555532_354455590778,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,Series not found - deferred for user selection
Adventures in Booga Booga Land Volume 3,Cows in the Court,1,EP012075580003,SH012075580000,,pureflix,,,US,,episode,Full Extract,Adventures in Booga Booga Land Volume 3,1,,2,,Cows in the Court,,,,,,,,,S_1749734979850_354448934756,S1_1749743171932_354447910802,S1_E2_1749759555533_354455590787,S1_E2_1749759555533_354455590787,,pureflixus1,,SVOD,SWP,,,,,,6/30/20,,6/30/26,,,,,,,,,,,,S_1749734979850_354448934756,S1_1749743171932_354447910802,S1_E2_1749759555533_354455590787,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,Episode not found - manual verification needed
Adventures in Booga Booga Land Volume 3,The Boojee Noojee,1,EP012075580006,SH012075580000,,pureflix,,,US,,episode,Full Extract,Adventures in Booga Booga Land Volume 3,1,,3,,The Boojee Noojee,,,,,,,,,S_1749734979850_354448934756,S1_1749743171932_354447910802,S1_E3_1749759555534_354455590798,S1_E3_1749759555534_354455590798,,pureflixus1,,SVOD,SWP,,,,,,6/30/20,,6/30/26,,,,,,,,,,,,S_1749734979850_354448934756,S1_1749743171932_354447910802,S1_E3_1749759555534_354455590798,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,Episode not found - manual verification needed
Adventures in Booga Booga Land Volume 3,Slam Moves to Booga,1,EP012075580004,SH012075580000,,pureflix,,,US,,episode,Full Extract,Adventures in Booga Booga Land Volume 3,1,,5,,Slam Moves to Booga,,,,,,,,,S_1749734979850_354448934756,S1_1749743171932_354447910802,S1_E5_1749759555536_354455590818,S1_E5_1749759555536_354455590818,,pureflixus1,,SVOD,SWP,,,,,,6/30/20,,6/30/26,,,,,,,,,,,,S_1749734979850_354448934756,S1_1749743171932_354447910802,S1_E5_1749759555536_354455590818,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,Episode not found - manual verification needed
Adventures in Booga Booga Land Volume 4,Runaway Dog,1,EP012075580027,SH012075580000,,pureflix,,,US,,episode,Full Extract,Adventures in Booga Booga Land Volume 4,1,,1,,Runaway Dog,,,,,,,,,S_1749734979856_354448934763,S1_1749743171933_354447910809,S1_E1_1749759555537_354455590827,S1_E1_1749759555537_354455590827,,pureflixus1,,SVOD,SWP,,,,,,6/30/20,,6/30/26,,,,,,,,,,,,S_1749734979856_354448934763,S1_1749743171933_354447910809,S1_E1_1749759555537_354455590827,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,Series not found - deferred for user selection
Adventures in Booga Booga Land Volume 4,Scatter the Seeds,1,EP012075580027,SH012075580000,,pureflix,,,US,,episode,Full Extract,Adventures in Booga Booga Land Volume 4,1,,2,,Scatter the Seeds,,,,,,,,,S_1749734979856_354448934763,S1_1749743171933_354447910809,S1_E2_1749759555539_354455590836,S1_E2_1749759555539_354455590836,,pureflixus1,,SVOD,SWP,,,,,,6/30/20,,6/30/26,,,,,,,,,,,,S_1749734979856_354448934763,S1_1749743171933_354447910809,S1_E2_1749759555539_354455590836,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,Deferred entire series awaiting user selection
Adventures in Booga Booga Land Volume 4,Conquering Mt Neverbin Climbed,1,EP012075580007,SH012075580000,,pureflix,,,US,,episode,Full Extract,Adventures in Booga Booga Land Volume 4,1,,3,,Conquering Mt Neverbin Climbed,,,,,,,,,S_1749734979856_354448934763,S1_1749743171933_354447910809,S1_E3_1749759555543_354455590845,S1_E3_1749759555543_354455590845,,pureflixus1,,SVOD,SWP,,,,,,6/30/20,,6/30/26,,,,,,,,,,,,S_1749734979856_354448934763,S1_1749743171933_354447910809,S1_E3_1749759555543_354455590845,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,Episode not found - manual verification needed
Adventures in Booga Booga Land Volume 4,The Amazing Gaboochi,1,EP012075580020,SH012075580000,,pureflix,,,US,,episode,Full Extract,Adventures in Booga Booga Land Volume 4,1,,4,,The Amazing Gaboochi,,,,,,,,,S_1749734979856_354448934763,S1_1749743171933_354447910809,S1_E4_1749759555545_354455590854,S1_E4_1749759555545_354455590854,,pureflixus1,,SVOD,SWP,,,,,,6/30/20,,6/30/26,,,,,,,,,,,,S_1749734979856_354448934763,S1_1749743171933_354447910809,S1_E4_1749759555545_354455590854,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,Episode not found - manual verification needed
Adventures in Booga Booga Land Volume 4,The 3P2C,1,EP012075580010,SH012075580000,,pureflix,,,US,,episode,Full Extract,Adventures in Booga Booga Land Volume 4,1,,5,,The 3P2C,,,,,,,,,S_1749734979856_354448934763,S1_1749743171933_354447910809,S1_E5_1749759555547_354455590863,S1_E5_1749759555547_354455590863,,pureflixus1,,SVOD,SWP,,,,,,6/30/20,,6/30/26,,,,,,,,,,,,S_1749734979856_354448934763,S1_1749743171933_354447910809,S1_E5_1749759555547_354455590863,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,Episode not found - manual verification needed
Adventures in Booga Booga Land Volume 5,Get S-Marty,1,EP012075580026,SH012075580000,,pureflix,,,US,,episode,Full Extract,Adventures in Booga Booga Land Volume 5,1,,3,,Get S-Marty,,,,,,,,,S_1749734979863_354448934770,S1_1749743171934_354447910816,S1_E3_1749756995760_354455590892,S1_E3_1749756995760_354455590892,,pureflixus1,,SVOD,SWP,,,,,,6/30/20,,6/30/26,,,,,,,,,,,,S_1749734979863_354448934770,S1_1749743171934_354447910816,S1_E3_1749756995760_354455590892,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,Series not found - deferred for user selection
Adventures in Booga Booga Land Volume 5,Soccer Splits,1,EP012075580026,SH012075580000,,pureflix,,,US,,episode,Full Extract,Adventures in Booga Booga Land Volume 5,1,,2,,Soccer Splits,,,,,,,,,S_1749734979863_354448934770,S1_1749743171934_354447910816,S1_E2_1749759555550_354455590883,S1_E2_1749759555550_354455590883,,pureflixus1,,SVOD,SWP,,,,,,6/30/20,,6/30/26,,,,,,,,,,,,S_1749734979863_354448934770,S1_1749743171934_354447910816,S1_E2_1749759555550_354455590883,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,Deferred entire series awaiting user selection
